type,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,AC,CLUB,CPA,FS,GP,GYM,HK,INTERCOM,INTERNET,LIFT,PARK,PB,POOL,RWH,SC,SECURITY,SERVANT,STP,VP,deposit,rent
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1250,4,2,E,2,2,4,CORPORATION,AP,2,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,170000,22000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,800,5,2,NE,2,0,3,CORPORATION,IH,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,40000,10000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1215,7,3,E,2,1,4,CORP_BORE,AP,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,150000,17500
BHK2,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,900,1,2,E,2,2,4,BOREWELL,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,100000,15000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1600,22,2,E,1,0,2,CORPORATION,IH,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,150000,25000
BHK1,BACHELOR,0,NOT_FURNISHED,TWO_WHEELER,300,5,1,N,0,1,3,CORPORATION,IH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1200,3,2,N,2,3,4,BOREWELL,AP,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,270000,27000
BHK3,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,1347,7,3,N,3,1,4,CORP_BORE,AP,3,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,200000,20000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,450,3,1,E,1,0,4,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,11000
BHK2,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1174,0,2,E,2,7,19,CORP_BORE,AP,2,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,200000,26000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1100,1,2,E,2,0,4,BOREWELL,AP,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,100000,22000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,7,2,E,2,0,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,100000,15500
BHK1,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,600,2,1,NE,1,1,4,CORP_BORE,IH,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,60000,13000
BHK3,ANYONE,1,FULLY_FURNISHED,BOTH,1958,1,4,W,3,8,15,CORP_BORE,AP,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,200000,35000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1200,4,2,NE,2,2,4,BOREWELL,AP,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,120000,18500
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1700,2,2,E,2,0,3,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,60000,20000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,370,0,1,E,0,2,3,CORPORATION,IH,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,70000,14000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,2000,10,4,E,10,0,1,BOREWELL,IH,2,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,200000,33000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,1000,3,2,N,2,2,4,BOREWELL,IF,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,50000,16000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1000,8,2,E,4,3,3,BOREWELL,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,80000,18000
BHK1,ANYONE,1,SEMI_FURNISHED,BOTH,1350,-1,1,S,2,0,2,CORP_BORE,IH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,10000
BHK2,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,650,9,1,S,2,1,3,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75000,10000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,450,5,1,S,1,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,60000,12000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,20,1,E,2,0,1,CORP_BORE,IH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80000,10000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1000,2,2,N,2,0,3,CORP_BORE,AP,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,160000,16000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1400,1,2,W,3,2,4,CORPORATION,AP,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,140000,19000
BHK1,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,360,10,1,N,3,0,1,CORPORATION,IH,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,150000,18000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1680,0,3,E,3,1,12,CORP_BORE,AP,2,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,150000,35000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,450,5,1,E,1,2,3,CORP_BORE,AP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40000,12000
BHK2,FAMILY,0,SEMI_FURNISHED,NONE,1100,15,2,E,4,1,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,15000
BHK3,FAMILY,1,NOT_FURNISHED,BOTH,2262,10,4,N,3,2,3,CORP_BORE,AP,4,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,240000,40000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,7,1,E,1,2,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,75000,12000
BHK3,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1200,5,3,E,3,0,4,CORP_BORE,IH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140000,14000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1075,5,2,E,3,4,5,CORPORATION,AP,2,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,150000,24000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1165,5,2,E,2,2,4,CORP_BORE,AP,2,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,100000,26000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,850,0,2,N,2,0,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80000,8500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1200,5,2,E,2,0,2,CORPORATION,IF,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60000,13000
BHK1,ANYONE,1,SEMI_FURNISHED,NONE,450,15,1,N,0,1,3,CORPORATION,IH,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,100000,10000
BHK1,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,950,3,1,E,0,3,3,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30000,8000
BHK1,ANYONE,1,SEMI_FURNISHED,BOTH,600,1,1,N,1,2,4,CORP_BORE,IH,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80000,15000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1200,10,2,E,3,1,1,CORPORATION,IF,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,150000,15000
BHK2,ANYONE,1,SEMI_FURNISHED,NONE,550,7,2,E,0,1,1,CORPORATION,IH,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,75000,12500
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,670,18,2,N,2,1,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,100000,15300
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,15,2,E,2,3,4,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,23000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,550,0,1,E,1,4,4,CORP_BORE,AP,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,90000,9000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1140,10,2,W,2,1,4,CORP_BORE,AP,2,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,150000,25000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1120,5,2,W,2,1,4,CORP_BORE,AP,2,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,100000,19000
BHK2,FAMILY,0,FULLY_FURNISHED,BOTH,1310,5,2,N,2,5,8,CORP_BORE,AP,3,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,296000,37000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1147,4,2,N,3,1,4,BOREWELL,AP,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,150000,20000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1229,9,2,N,0,4,9,CORPORATION,AP,2,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,200000,21000
BHK3,FAMILY,1,FULLY_FURNISHED,BOTH,1960,5,4,NW,3,11,19,CORPORATION,AP,4,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,300000,38000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1000,3,2,E,9,1,3,CORP_BORE,AP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,200000,25000
BHK2,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,600,0,2,E,2,2,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,130000,13000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,2000,3,3,NE,6,5,17,CORP_BORE,AP,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,200000,38000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1200,8,2,E,2,3,3,CORPORATION,AP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,320000,32000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,800,0,2,NE,2,0,4,CORP_BORE,AP,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,100000,16000
RK1,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,180,1,1,N,1,4,4,CORP_BORE,AP,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,40000,8500
BHK4,ANYONE,1,SEMI_FURNISHED,BOTH,1500,2,3,E,4,0,0,CORPORATION,IH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,150000,25000
BHK1,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,800,5,1,E,4,1,3,CORP_BORE,IF,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,50000,14300
BHK2,ANYONE,1,SEMI_FURNISHED,NONE,1400,20,2,W,4,2,2,CORPORATION,IF,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,300000,35000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1200,3,2,W,3,1,4,CORP_BORE,AP,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,200000,27000
BHK2,ANYONE,1,NOT_FURNISHED,BOTH,1350,20,2,E,0,0,3,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,150000,20000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,2032,1,3,E,3,7,13,CORP_BORE,AP,3,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,360000,36000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1600,2,2,NE,2,8,12,CORPORATION,AP,2,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,125000,25000
BHK2,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,800,30,2,W,1,1,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75000,14000
BHK1,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,590,10,1,W,2,2,5,CORPORATION,AP,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,110000,10000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,1200,5,2,E,6,1,4,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,150000,15000
BHK3,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1450,2,3,N,3,2,3,CORP_BORE,AP,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,100000,16500
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,700,10,2,E,1,2,3,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,75000,13000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,950,5,2,N,2,2,2,CORP_BORE,IH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,12500
BHK3,FAMILY,0,SEMI_FURNISHED,BOTH,1300,8,2,E,3,2,2,CORP_BORE,AP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000,16500
BHK1,ANYONE,1,FULLY_FURNISHED,TWO_WHEELER,400,12,2,W,1,1,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,120000,12000
BHK4,FAMILY,1,SEMI_FURNISHED,BOTH,2400,5,3,E,4,1,2,CORPORATION,IH,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,150000,33000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,5,1,W,1,1,1,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,50000,10000
BHK1,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,500,1,1,E,1,2,4,CORP_BORE,AP,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,50000,13000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1400,10,3,W,3,3,4,CORP_BORE,AP,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,300000,40000
RK1,BACHELOR,1,SEMI_FURNISHED,NONE,300,2,1,W,1,4,4,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,8000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1500,0,2,N,4,1,2,CORP_BORE,IF,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,100000,20000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1040,3,2,E,2,3,26,CORP_BORE,AP,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,100000,18000
BHK1,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,650,15,1,E,1,2,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85000,9100
BHK2,ANYONE,0,FULLY_FURNISHED,NONE,788,2,2,E,2,3,3,CORP_BORE,IF,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,450000,45000
RK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,0,1,W,1,4,4,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,75000,10000
RK1,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,350,1,1,N,1,0,3,CORP_BORE,IF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,50000,8000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,300,15,1,N,1,0,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,60000,13000
BHK2,FAMILY,1,FULLY_FURNISHED,BOTH,1200,0,2,E,2,3,3,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,150000,15000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1900,18,1,E,0,0,1,CORPORATION,IH,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,200000,35000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1675,6,3,W,3,6,8,CORP_BORE,AP,3,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,200000,22000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1800,2,3,W,4,1,1,BOREWELL,IH,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,150000,21000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,750,15,2,W,2,1,1,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,100000,10000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,2032,1,4,N,3,11,18,BOREWELL,AP,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,350000,40000
BHK2,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,800,2,2,E,2,3,3,CORP_BORE,IH,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,50000,16000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1200,8,2,E,4,1,1,CORP_BORE,IF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200000,25000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1300,10,3,W,3,1,2,CORPORATION,IF,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,150000,18000
BHK1,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,600,8,1,NE,1,0,5,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,100000,14000
BHK3,FAMILY,0,SEMI_FURNISHED,BOTH,1300,10,3,E,5,2,3,CORP_BORE,AP,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,380000,38000
BHK2,ANYONE,1,SEMI_FURNISHED,NONE,800,12,1,N,2,2,3,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,10000
BHK2,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,900,1,2,N,0,1,4,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,12000
BHK1,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,5,2,N,1,1,1,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100000,10000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1000,5,2,E,2,0,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,130000,13000
BHK3,FAMILY,0,SEMI_FURNISHED,BOTH,2500,6,3,E,3,0,0,CORP_BORE,IH,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,320000,32000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1000,2,2,N,4,3,4,CORP_BORE,AP,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,150000,12500
RK1,BACHELOR,1,FULLY_FURNISHED,BOTH,400,2,1,E,1,4,5,BOREWELL,IF,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,10000,10000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,500,10,1,N,2,1,3,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60000,12000
BHK3,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,1800,6,3,N,3,1,5,CORP_BORE,AP,3,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,120000,27000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1500,8,3,E,3,2,4,CORP_BORE,AP,3,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,200000,23000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1050,6,2,E,9,1,3,CORPORATION,IF,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75000,21000
BHK2,FAMILY,1,FULLY_FURNISHED,FOUR_WHEELER,400,10,1,N,1,3,3,CORPORATION,AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100000,22000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1750,5,3,W,3,4,4,CORP_BORE,AP,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,150000,30000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,2700,1,3,S,4,2,4,CORP_BORE,AP,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,300000,45000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1020,10,2,N,1,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,150000,15000
BHK2,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,600,10,2,N,2,2,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100000,12000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1000,10,2,W,2,1,1,CORP_BORE,IH,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,50000,19000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1715,3,3,E,6,1,4,CORP_BORE,AP,3,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,150000,24000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,2000,5,2,E,3,1,2,CORPORATION,IH,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,200000,22000
RK1,ANYONE,0,SEMI_FURNISHED,NONE,450,4,1,N,2,1,1,CORPORATION,IF,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,50000,14000
BHK2,ANYONE,1,FULLY_FURNISHED,BOTH,1400,5,2,W,6,3,4,CORP_BORE,IF,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,100000,25000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,900,4,2,E,2,2,3,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,190000,19000
BHK1,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,700,10,1,N,1,2,2,CORP_BORE,IH,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,85000,12000
BHK1,FAMILY,1,SEMI_FURNISHED,BOTH,850,15,1,W,1,1,3,CORP_BORE,AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160000,16000
RK1,ANYONE,1,FULLY_FURNISHED,BOTH,400,3,1,N,1,0,1,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,60000,14500
BHK2,ANYONE,0,NOT_FURNISHED,TWO_WHEELER,601,10,1,S,0,0,1,CORPORATION,IH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,12000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,0,1,N,1,2,3,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,150000,15000
BHK2,ANYONE,1,NOT_FURNISHED,NONE,500,10,1,E,0,1,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,50000,10000
BHK2,COMPANY,1,FULLY_FURNISHED,FOUR_WHEELER,1200,10,2,W,2,0,3,CORPORATION,AP,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,380000,38000
BHK1,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,780,0,1,E,1,1,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30000,8000
BHK1,ANYONE,1,SEMI_FURNISHED,NONE,400,10,1,N,1,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60000,10000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,850,8,1,N,1,1,5,CORP_BORE,AP,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,125000,20000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1028,3,2,W,2,3,4,CORP_BORE,AP,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,100000,17000
BHK1,ANYONE,1,SEMI_FURNISHED,BOTH,350,4,1,S,1,2,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,50000,8000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1200,0,1,E,2,1,14,CORP_BORE,AP,2,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,150000,20000
BHK2,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1180,5,2,N,2,4,4,BOREWELL,AP,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,100000,25000
RK1,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,550,3,1,W,1,4,4,CORP_BORE,IF,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,50000,10500
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1200,1,2,E,2,3,4,CORP_BORE,AP,2,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,150000,18000
BHK2,FAMILY,1,SEMI_FURNISHED,NONE,600,1,1,N,1,0,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100000,11000
